ALNJC ,29-Jan-04,6.50,A,1000,,ALNLC ,29-Jan-04,6.50,A,1000
ALNJD ,30-Mar-06,6.25,A,1000,,ALNLD ,30-Mar-06,6.25,A,1000
ALNHA ,30-Mar-06,6.74,E,1000,,ALNUA ,30-Mar-06,6.74,E,1000

AMC   Call Options,,,,,,AMC   Put Options,,,,
AMCQL ,25-Sep-03,8.25,A,1000,,AMCSL ,25-Sep-03,8.25,A,1000
AMCQM ,25-Sep-03,8.50,A,1000,,AMCSM ,25-Sep-03,8.50,A,1000
AMCQN ,25-Sep-03,9.00,A,1000,,AMCSN ,25-Sep-03,9.00,A,1000
AMCWM ,30-Oct-03,8.25,A,1000,,AMCYM ,30-Oct-03,8.25,A,1000
AMCWN ,30-Oct-03,8.50,A,1000,,AMCYN ,30-Oct-03,8.50,A,1000
AMCW2 ,27-Nov-03,0.01,E,1000,,,,,,
AMCWA ,27-Nov-03,7.50,A,1000,,AMCYA ,27-Nov-03,7.50,A,1000
AMCWB ,27-Nov-03,7.75,A,1000,,AMCYB ,27-Nov-03,7.75,A,1000
AMCWC ,27-Nov-03,8.00,A,1000,,AMCYC ,27-Nov-03,8.00,A,1000
AMCWD ,27-Nov-03,8.25,A,1000,,AMCYD ,27-Nov-03,8.25,A,1000
AMCWE ,27-Nov-03,8.50,A,1000,,AMCYE ,27-Nov-03,8.50,A,1000
AMCWF ,27-Nov-03,8.75,A,1000,,AMCYF ,27-Nov-03,8.75,A,1000
AMCWI ,27-Nov-03,9.00,A,1000,,AMCYI ,27-Nov-03,9.00,A,1000
AMCWO ,27-Nov-03,9.25,A,1000,,AMCYO ,27-Nov-03,9.25,A,1000
AMCWP ,27-Nov-03,9.50,A,1000,,AMCYP ,27-Nov-03,9.50,A,1000
AMCJ2 ,26-Feb-04,0.01,E,1000,,,,,,
AMCJF ,26-Feb-04,7.50,A,1000,,AMCLF ,26-Feb-04,7.50,A,1000
AMCJA ,26-Feb-04,7.75,A,1000,,AMCLA ,26-Feb-04,7.75,A,1000
AMCJB ,26-Feb-04,8.00,A,1000,,AMCLB ,26-Feb-04,8.00,A,1000
AMCJC ,26-Feb-04,8.25,A,1000,,AMCLC ,26-Feb-04,8.25,A,1000
AMCJD ,26-Feb-04,8.50,A,1000,,AMCLD ,26-Feb-04,8.50,A,1000
AMCJE ,26-Feb-04,8.75,A,1000,,AMCLE ,26-Feb-04,8.75,A,1000
AMCJG ,26-Feb-04,9.00,A,1000,,AMCLG ,26-Feb-04,9.00,A,1000
AMCJI ,26-Feb-04,9.25,A,1000,,AMCLI ,26-Feb-04,9.25,A,1000
AMCJH ,26-Feb-04,9.50,A,1000,,AMCLH ,26-Feb-04,9.50,A,1000
AMCK2 ,27-May-04,0.01,E,1000,,,,,,
AMC3G ,27-May-04,7.50,A,1000,,AMC4G ,27-May-04,7.50,A,1000
AMCKH ,27-May-04,8.25,A,1000,,AMCMH ,27-May-04,8.25,A,1000
AMCKC ,27-May-04,8.50,A,1000,,AMCMC ,27-May-04,8.50,A,1000
AMCKD ,27-May-04,8.75,A,1000,,AMCMD ,27-May-04,8.75,A,1000
AMCKE ,27-May-04,9.00,A,1000,,AMCME ,27-May-04,9.00,A,1000
AMCKF ,27-May-04,9.25,A,1000,,AMCMF ,27-May-04,9.25,A,1000
AMCKG ,27-May-04,9.50,A,1000,,AMCMG ,27-May-04,9.50,A,1000
AMCKA ,24-Jun-04,6.35,A,1023,,AMCMA ,24-Jun-04,6.35,A,1023
AMCKB ,24-Jun-04,6.84,A,1023,,AMCMB ,24-Jun-04,6.84,A,1023
AMCKQ ,24-Jun-04,8.00,A,1023,,AMCMQ ,24-Jun-04,8.00,A,1023
AMCKR ,24-Jun-04,10.00,A,1023,,AMCMR ,24-Jun-04,10.00,A,1023
AMCKI ,26-May-05,4.89,A,1023,,AMCMI ,26-May-05,4.89,A,1023
AMCKJ ,26-May-05,5.86,A,1023,,AMCMJ ,26-May-05,5.86,A,1023
AMCKL ,26-May-05,8.50,A,1000,,AMCML ,26-May-05,8.50,A,1000
AMCKO ,23-Jun-05,8.00,A,1000,,AMCMO ,23-Jun-05,8.00,A,1000
AMCWG ,27-Oct-05,10.21,E,1023,,AMCYG ,27-Oct-05,10.21,E,1023
AMCWK ,28-Oct-05,10.03,A,1023,,AMCYK ,28-Oct-05,10.03,A,1023
AMCKP ,28-Apr-06,10.02,E,1023,,AMCMP ,28-Apr-06,10.02,E,1023
AMCKM ,28-Apr-06,10.03,A,1023,,AMCMM ,28-Apr-06,10.03,A,1023
AMCWH ,26-Oct-06,10.21,E,1000,,AMCYH ,26-Oct-06,10.21,E,1000
AMCWJ ,23-Nov-06,5.00,A,1000,,AMCYJ ,23-Nov-06,5.00,A,1000
AMCWL ,23-Nov-06,6.00,A,1000,,AMCYL ,23-Nov-06,6.00,A,1000
AMCHB ,30-Apr-07,10.26,E,1000,,AMCUB ,30-Apr-07,10.26,E,1000
AMCQJ ,24-Jul-08,9.75,A,1000,,AMCSJ ,24-Jul-08,9.75,A,1000
AMCQK ,24-Jul-08,10.00,A,1000,,AMCSK ,24-Jul-08,10.00,A,1000

AMP   Call Options,,,,,,AMP   Put Options,,,,
AMPQ3 ,25-Sep-03,0.01,E,1000,,,,,,
AMPTJ ,25-Sep-03,3.00,A,1000,,AMPVJ ,25-Sep-03,3.00,A,1000
AMPEE ,25-Sep-03,3.50,A,1000,,AMPFE ,25-Sep-03,3.50,A,1000
AMP1H ,25-Sep-03,3.75,A,1000,,AMP2H ,25-Sep-03,3.75,A,1000
AMPIG ,25-Sep-03,4.00,A,1000,,AMPRG ,25-Sep-03,4.00,A,1000
AMPIH ,25-Sep-03,4.25,A,1000,,AMPRH ,25-Sep-03,4.25,A,1000
AMPEJ ,25-Sep-03,4.50,A,1000,,AMPFJ ,25-Sep-03,4.50,A,1000
AMPII ,25-Sep-03,4.75,A,1000,,AMPRI ,25-Sep-03,4.75,A,1000
AMPEL ,25-Sep-03,5.00,A,1000,,AMPFL ,25-Sep-03,5.00,A,1000
AMPIJ ,25-Sep-03,5.25,A,1000,,AMPRJ ,25-Sep-03,5.25,A,1000
AMPEQ ,25-Sep-03,5.50,A,1000,,AMPFQ ,25-Sep-03,5.50,A,1000
AMP7I ,25-Sep-03,5.75,A,1000,,AMP8I ,25-Sep-03,5.75,A,1000
AMPQJ ,25-Sep-03,6.00,A,1000,,AMPSJ ,25-Sep-03,6.00,A,1000
AMP7J ,25-Sep-03,6.25,A,1000,,AMP8J ,25-Sep-03,6.25,A,1000
AMPQK ,25-Sep-03,6.50,A,1000,,AMPSK ,25-Sep-03,6.50,A,1000
AMPQL ,25-Sep-03,6.75,A,1000,,AMPSL ,25-Sep-03,6.75,A,1000
AMPQI ,25-Sep-03,7.00,A,1000,,AMPSI ,25-Sep-03,7.00,A,1000
AMPQN ,25-Sep-03,7.25,A,1000,,AMPSN ,25-Sep-03,7.25,A,1000
AMPEP ,25-Sep-03,7.50,A,1000,,AMPFP ,25-Sep-03,7.50,A,1000
AMP5I ,25-Sep-03,7.75,A,1000,,AMP6I ,25-Sep-03,7.75,A,1000
AMPQS ,25-Sep-03,8.00,A,1000,,AMPSS ,25-Sep-03,8.00,A,1000
AMPEK ,25-Sep-03,8.25,A,1000,,AMPFK ,25-Sep-03,8.25,A,1000
AMPQT ,25-Sep-03,8.50,A,1000,,AMPST ,25-Sep-03,8.50,A,1000
AMPTD ,25-Sep-03,8.75,A,1000,,AMPVD ,25-Sep-03,8.75,A,1000
AMPQH ,25-Sep-03,9.00,A,1000,,AMPSH ,25-Sep-03,9.00,A,1000
AMPQG ,25-Sep-03,9.50,A,1000,,AMPSG ,25-Sep-03,9.50,A,1000
AMPQF ,25-Sep-03,10.00,A,1000,,AMPSF ,25-Sep-03,10.00,A,1000
AMPQD ,25-Sep-03,10.50,A,1000,,AMPSD ,25-Sep-03,10.50,A,1000
AMPQM ,25-Sep-03,11.00,A,1000,,AMPSM ,25-Sep-03,11.00,A,1000
AMPQO ,25-Sep-03,11.50,A,1000,,AMPSO ,25-Sep-03,11.50,A,1000
AMPQP ,25-Sep-03,12.00,A,1000,,AMPSP ,25-Sep-03,12.00,A,1000
AMPQQ ,25-Sep-03,12.50,A,1000,,AMPSQ ,25-Sep-03,12.50,A,1000
AMPQR ,25-Sep-03,13.00,A,1000,,AMPSR ,25-Sep-03,13.00,A,1000
AMPQE ,25-Sep-03,13.50,A,1000,,AMPSE ,25-Sep-03,13.50,A,1000
AMPQA ,25-Sep-03,14.00,A,1000,,AMPSA ,25-Sep-03,14.00,A,1000
AMPQB ,25-Sep-03,14.50,A,1000,,AMPSB ,25-Sep-03,14.50,A,1000
AMPQC ,25-Sep-03,15.00,A,1000,,AMPSC ,25-Sep-03,15.00,A,1000
AMPW1 ,30-Oct-03,0.01,E,1000,,,,,,
AMP1I ,30-Oct-03,3.75,A,1000,,AMP2I ,30-Oct-03,3.75,A,1000
AMP1M ,30-Oct-03,4.00,A,1000,,AMP2M ,30-Oct-03,4.00,A,1000
AMP3J ,30-Oct-03,4.25,A,1000,,AMP4J ,30-Oct-03,4.25,A,1000
AMPEG ,30-Oct-03,4.50,A,1000,,AMPFG ,30-Oct-03,4.50,A,1000
AMPEM ,30-Oct-03,4.75,A,1000,,AMPFM ,30-Oct-03,4.75,A,1000
AMP1N ,30-Oct-03,5.00,A,1000,,AMP2N ,30-Oct-03,5.00,A,1000
AMP3B ,30-Oct-03,5.25,A,1000,,AMP4B ,30-Oct-03,5.25,A,1000
AMP3E ,30-Oct-03,5.50,A,1000,,AMP4E ,30-Oct-03,5.50,A,1000
AMP5D ,30-Oct-03,5.75,A,1000,,AMP6D ,30-Oct-03,5.75,A,1000
AMP5F ,30-Oct-03,6.00,A,1000,,AMP6F ,30-Oct-03,6.00,A,1000
AMP5G ,30-Oct-03,6.25,A,1000,,AMP6G ,30-Oct-03,6.25,A,1000
AMP5H ,30-Oct-03,6.50,A,1000,,AMP6H ,30-Oct-03,6.50,A,1000
AMP5M ,30-Oct-03,6.75,A,1000,,AMP6M ,30-Oct-03,6.75,A,1000
AMP5N ,30-Oct-03,7.00,A,1000,,AMP6N ,30-Oct-03,7.00,A,1000
AMP5O ,30-Oct-03,7.25,A,1000,,AMP6O ,30-Oct-03,7.25,A,1000
AMP3A ,30-Oct-03,7.50,A,1000,,AMP4A ,30-Oct-03,7.50,A,1000
AMP5P ,30-Oct-03,7.75,A,1000,,AMP6P ,30-Oct-03,7.75,A,1000
AMP5Q ,30-Oct-03,8.00,A,1000,,AMP6Q ,30-Oct-03,8.00,A,1000
AMP5R ,30-Oct-03,8.25,A,1000,,AMP6R ,30-Oct-03,8.25,A,1000
AMP5S ,30-Oct-03,8.50,A,1000,,AMP6S ,30-Oct-03,8.50,A,1000
AMPW2 ,27-Nov-03,0.01,E,1000,,,,,,
AMPIK ,27-Nov-03,4.00,A,1000,,AMPRK ,27-Nov-03,4.00,A,1000
AMPEA ,27-Nov-03,5.00,A,1000,,AMPFA ,27-Nov-03,5.00,A,1000
AMP3N ,27-Nov-03,5.75,A,1000,,AMP4N ,27-Nov-03,5.75,A,1000
AMPIL ,27-Nov-03,6.00,A,1000,,AMPRL ,27-Nov-03,6.00,A,1000
AMP3O ,27-Nov-03,6.25,A,1000,,AMP4O ,27-Nov-03,6.25,A,1000
AMP3P ,27-Nov-03,6.50,A,1000,,AMP4P ,27-Nov-03,6.50,A,1000
AMP3S ,27-Nov-03,6.75,A,1000,,AMP4S ,27-Nov-03,6.75,A,1000
AMP5T ,27-Nov-03,7.00,A,1000,,AMP6T ,27-Nov-03,7.00,A,1000
AMPTB ,27-Nov-03,7.25,A,1000,,AMPVB ,27-Nov-03,7.25,A,1000
AMP7A ,27-Nov-03,7.50,A,1000,,AMP8A ,27-Nov-03,7.50,A,1000
AMP7B ,27-Nov-03,8.00,A,1000,,AMP8B ,27-Nov-03,8.00,A,1000
AMP7E ,27-Nov-03,8.50,A,1000,,AMP8E ,27-Nov-03,8.50,A,1000
AMPWJ ,27-Nov-03,13.50,A,1000,,AMPYJ ,27-Nov-03,13.50,A,1000
AMPWK ,27-Nov-03,14.00,A,1000,,AMPYK ,27-Nov-03,14.00,A,1000
AMPHC ,27-Nov-03,15.25,E,1000,,AMPUC ,27-Nov-03,15.25,E,1000
AMPHA ,27-Nov-03,16.25,E,1000,,AMPUA ,27-Nov-03,16.25,E,1000
AMPWD ,27-Nov-03,18.50,A,1000,,AMPYD ,27-Nov-03,18.50,A,1000
AMPW3 ,18-Dec-03,0.01,E,1000,,,,,,
AMPHE ,18-Dec-03,0.20,E,1000,,AMPUE ,18-Dec-03,0.20,E,1000
AMPHB ,18-Dec-03,0.50,E,1000,,AMPUB ,18-Dec-03,0.50,E,1000
AMPEF ,18-Dec-03,3.00,A,1000,,AMPFF ,18-Dec-03,3.00,A,1000
AMP1Q ,18-Dec-03,3.50,A,1000,,AMP2Q ,18-Dec-03,3.50,A,1000
AMP1O ,18-Dec-03,3.75,A,1000,,AMP2O ,18-Dec-03,3.75,A,1000
AMPIM ,18-Dec-03,4.00,A,1000,,AMPRM ,18-Dec-03,4.00,A,1000
AMPIN ,18-Dec-03,4.25,A,1000,,AMPRN ,18-Dec-03,4.25,A,1000
AMPET ,18-Dec-03,4.50,A,1000,,AMPFT ,18-Dec-03,4.50,A,1000
AMPIO ,18-Dec-03,4.75,A,1000,,AMPRO ,18-Dec-03,4.75,A,1000
AMP1D ,18-Dec-03,5.00,A,1000,,AMP2D ,18-Dec-03,5.00,A,1000
AMPIP ,18-Dec-03,5.25,A,1000,,AMPRP ,18-Dec-03,5.25,A,1000
AMP1S ,18-Dec-03,5.50,A,1000,,AMP2S ,18-Dec-03,5.50,A,1000
AMP7K ,18-Dec-03,5.75,A,1000,,AMP8K ,18-Dec-03,5.75,A,1000
AMP7L ,18-Dec-03,6.00,A,1000,,AMP8L ,18-Dec-03,6.00,A,1000
AMP7M ,18-Dec-03,6.25,A,1000,,AMP8M ,18-Dec-03,6.25,A,1000
AMPWE ,18-Dec-03,6.50,A,1000,,AMPYE ,18-Dec-03,6.50,A,1000
AMPWO ,18-Dec-03,6.75,A,1000,,AMPYO ,18-Dec-03,6.75,A,1000
AMPWF ,18-Dec-03,7.00,A,1000,,AMPYF ,18-Dec-03,7.00,A,1000
AMPWP ,18-Dec-03,7.25,A,1000,,AMPYP ,18-Dec-03,7.25,A,1000
AMPWG ,18-Dec-03,7.50,A,1000,,AMPYG ,18-Dec-03,7.50,A,1000
AMPWQ ,18-Dec-03,7.75,A,1000,,AMPYQ ,18-Dec-03,7.75,A,1000
AMPWM ,18-Dec-03,8.00,A,1000,,AMPYM ,18-Dec-03,8.00,A,1000
AMPEN ,18-Dec-03,8.25,A,1000,,AMPFN ,18-Dec-03,8.25,A,1000
AMPWN ,18-Dec-03,8.50,A,1000,,AMPYN ,18-Dec-03,8.50,A,1000
AMPTG ,18-Dec-03,8.75,A,1000,,AMPVG ,18-Dec-03,8.75,A,1000
AMPWC ,18-Dec-03,9.00,A,1000,,AMPYC ,18-Dec-03,9.00,A,1000
AMPWA ,18-Dec-03,9.50,A,1000,,AMPYA ,18-Dec-03,9.50,A,1000
AMPWB ,18-Dec-03,10.00,A,1000,,AMPYB ,18-Dec-03,10.00,A,1000
AMPER ,18-Dec-03,10.50,A,1000,,AMPFR ,18-Dec-03,10.50,A,1000
AMPES ,18-Dec-03,11.00,A,1000,,AMPFS ,18-Dec-03,11.00,A,1000
AMP1A ,18-Dec-03,11.50,A,1000,,AMP2A ,18-Dec-03,11.50,A,1000
AMP1B ,18-Dec-03,12.00,A,1000,,AMP2B ,18-Dec-03,12.00,A,1000
AMP1G ,18-Dec-03,12.50,A,1000,,AMP2G ,18-Dec-03,12.50,A,1000
AMPWL ,18-Dec-03,13.50,A,1000,,AMPYL ,18-Dec-03,13.50,A,1000
AMPWR ,18-Dec-03,14.00,A,1000,,AMPYR ,18-Dec-03,14.00,A,1000
AMPJ4 ,25-Mar-04,0.01,E,1000,,,,,,
AMPHF ,25-Mar-04,0.20,E,1000,,AMPUF ,25-Mar-04,0.20,E,1000
AMPHD ,25-Mar-04,0.50,E,1000,,AMPUD ,25-Mar-04,0.50,E,1000
AMPJE ,25-Mar-04,3.75,A,1000,,AMPLE ,25-Mar-04,3.75,A,1000
AMPJK ,25-Mar-04,4.00,A,1000,,AMPLK ,25-Mar-04,4.00,A,1000
AMPXP ,25-Mar-04,4.25,A,1000,,AMPZP ,25-Mar-04,4.25,A,1000
AMPJM ,25-Mar-04,4.50,A,1000,,AMPLM ,25-Mar-04,4.50,A,1000
AMPIT ,25-Mar-04,4.75,A,1000,,AMPRT ,25-Mar-04,4.75,A,1000
AMPJO ,25-Mar-04,5.00,A,1000,,AMPLO ,25-Mar-04,5.00,A,1000
AMPJP ,25-Mar-04,5.25,A,1000,,AMPLP ,25-Mar-04,5.25,A,1000
AMPJQ ,25-Mar-04,5.50,A,1000,,AMPLQ ,25-Mar-04,5.50,A,1000
AMPJR ,25-Mar-04,5.75,A,1000,,AMPLR ,25-Mar-04,5.75,A,1000
AMPJS ,25-Mar-04,6.00,A,1000,,AMPLS ,25-Mar-04,6.00,A,1000
AMPJT ,25-Mar-04,6.25,A,1000,,AMPLT ,25-Mar-04,6.25,A,1000
AMPJB ,25-Mar-04,6.50,A,1000,,AMPLB ,25-Mar-04,6.50,A,1000
AMPJA ,25-Mar-04,6.75,A,1000,,AMPLA ,25-Mar-04,6.75,A,1000
AMPBF ,25-Mar-04,7.00,A,1000,,AMPCF ,25-Mar-04,7.00,A,1000
AMPBG ,25-Mar-04,7.25,A,1000,,AMPCG ,25-Mar-04,7.25,A,1000
AMPBH ,25-Mar-04,7.50,A,1000,,AMPCH ,25-Mar-04,7.50,A,1000
AMPBI ,25-Mar-04,7.75,A,1000,,AMPCI ,25-Mar-04,7.75,A,1000
AMPBJ ,25-Mar-04,8.00,A,1000,,AMPCJ ,25-Mar-04,8.00,A,1000
AMPJC ,25-Mar-04,8.25,A,1000,,AMPLC ,25-Mar-04,8.25,A,1000
AMPJD ,25-Mar-04,8.50,A,1000,,AMPLD ,25-Mar-04,8.50,A,1000
AMPJJ ,25-Mar-04,8.75,A,1000,,AMPLJ ,25-Mar-04,8.75,A,1000
AMPEB ,29-Apr-04,5.00,A,1000,,AMPFB ,29-Apr-04,5.00,A,1000
AMP7O ,29-Apr-04,7.50,A,1000,,AMP8O ,29-Apr-04,7.50,A,1000
AMP1C ,29-Apr-04,8.00,A,1000,,AMP2C ,29-Apr-04,8.00,A,1000
AMP7P ,29-Apr-04,8.50,A,1000,,AMP8P ,29-Apr-04,8.50,A,1000
AMP7Q ,29-Apr-04,9.00,A,1000,,AMP8Q ,29-Apr-04,9.00,A,1000
AMPKN ,29-Apr-04,10.00,A,1000,,AMPMN ,29-Apr-04,10.00,A,1000
AMPKP ,29-Apr-04,11.00,A,1000,,AMPMP ,29-Apr-04,11.00,A,1000
AMP5C ,29-Apr-04,12.00,A,1000,,AMP6C ,29-Apr-04,12.00,A,1000
AMPTN ,29-Apr-04,13.00,A,1000,,AMPVN ,29-Apr-04,13.00,A,1000
AMPEO ,29-Apr-04,13.50,A,1000,,AMPFO ,29-Apr-04,13.50,A,1000
AMPTS ,29-Apr-04,14.00,A,1000,,AMPVS ,29-Apr-04,14.00,A,1000
